id,label,level,parent,mixs_extension,env_broad,env_local,env_medium,host_taxon,anatomical_site,other,interpretation
GOLDTERMS:4246,Environmental > Terrestrial > Deep subsurface > Clay,4,GOLDTERMS:4245,,ENVO:01000254,ENVO:00000446,ENVO:00002982,,,,subclass
GOLDTERMS:4533,Environmental > Terrestrial > Deep subsurface > Fracking water,4,GOLDTERMS:4245,,ENVO:01000254,ENVO:00000446,ENVO:01001869,,,,subclass
GOLDTERMS:5584,Environmental > Terrestrial > Deep subsurface > Fracking water > Shale carbon reservoir,5,GOLDTERMS:4533,,ENVO:01000254,ENVO:00000446,ENVO:02000119,,,,subclass
GOLDTERMS:4605,Environmental > Terrestrial > Deep subsurface > Oil well,4,GOLDTERMS:4245,,ENVO:01000254,ENVO:01000003,,,,,subclass
GOLDTERMS:5326,Environmental > Terrestrial > Deep subsurface > Rock,4,GOLDTERMS:4245,,ENVO:01000254,ENVO:00000446,ENVO:00001995,,,,subclass
GOLDTERMS:4607,Environmental > Terrestrial > Deep subsurface > Water well,4,GOLDTERMS:4245,,ENVO:01000254,ENVO:01000002,,,,,subclass
GOLDTERMS:5442,Environmental > Terrestrial > Desert,3,GOLDTERMS:4198,,ENVO:01000254,ENVO:01001357,,,,,equivalent
GOLDTERMS:Environmental-Terrestrial-Floodplain,Environmental > Terrestrial > Floodplain,3,GOLDTERMS:4198,,ENVO:01000254,ENVO:00000255,,,,,equivalent
GOLDTERMS:4668,Environmental > Terrestrial > Floodplain > Sediment,4,GOLDTERMS:Environmental-Terrestrial-Floodplain,MIXS:Sediment,ENVO:01000254,ENVO:00000255,ENVO:00002007,,,,equivalent
GOLDTERMS:4716,Environmental > Terrestrial > Floodplain > Soil,4,GOLDTERMS:Environmental-Terrestrial-Floodplain,MIXS:Soil,ENVO:01000254,ENVO:00000255,ENVO:00001998,,,,equivalent
GOLDTERMS:4192,Environmental > Terrestrial > Geologic,3,GOLDTERMS:4198,,ENVO:01000254,ENVO:00000446,,,,,subclass
GOLDTERMS:4193,Environmental > Terrestrial > Geologic > Mine,4,GOLDTERMS:4192,,ENVO:01000254,ENVO:00000076,,,,,subclass
GOLDTERMS:Environmental-Terrestrial-Geologic-Mine-pit-pond,Environmental > Terrestrial > Geologic > Mine pit pond,4,GOLDTERMS:4192,,ENVO:01000254,ENVO:00000446,,,,,subclass
GOLDTERMS:5719,Environmental > Terrestrial > Geologic > Mine pit pond > Asbestos,5,GOLDTERMS:Environmental-Terrestrial-Geologic-Mine-pit-pond,,ENVO:01000254,ENVO:00000446,,,,,subclass
GOLDTERMS:5772,Environmental > Terrestrial > Geologic > Oil-contaminated sediment,4,GOLDTERMS:4192,,ENVO:01000254,ENVO:00000446,,,,,subclass
GOLDTERMS:4543,Environmental > Terrestrial > Geologic > Sediment,4,GOLDTERMS:4192,MIXS:Sediment,ENVO:01000254,ENVO:00000446,ENVO:00002007,,,,subclass
GOLDTERMS:4689,Environmental > Terrestrial > Mud volcano,3,GOLDTERMS:4198,,ENVO:01000254,ENVO:00000402,,,,,equivalent
GOLDTERMS:Environmental-Terrestrial-Nest,Environmental > Terrestrial > Nest,3,GOLDTERMS:4198,,ENVO:01000254,ENVO:00000446,,,,ENVO:00005803,equivalent
GOLDTERMS:4841,Environmental > Terrestrial > Nest > Alligator nest,4,GOLDTERMS:Environmental-Terrestrial-Nest,,ENVO:01000254,ENVO:00000446,,,,ENVO:00005803,subclass
GOLDTERMS:4194,Environmental > Terrestrial > Oil reservoir,3,GOLDTERMS:4198,,ENVO:01000254,ENVO:00002185,,,,,equivalent
GOLDTERMS:5426,Environmental > Terrestrial > Oil reservoir > Oil,4,GOLDTERMS:4194,,ENVO:01000254,ENVO:00002185,ENVO:00002985,,,,equivalent
GOLDTERMS:5428,Environmental > Terrestrial > Oil reservoir > Produced water,4,GOLDTERMS:4194,,ENVO:01000254,ENVO:00002185,,,,,subclass
GOLDTERMS:5432,Environmental > Terrestrial > Oil reservoir > Sediment,4,GOLDTERMS:4194,MIXS:Sediment,ENVO:01000254,ENVO:00002185,ENVO:00002007,,,,equivalent
GOLDTERMS:4553,Environmental > Terrestrial > Peat,3,GOLDTERMS:4198,,ENVO:01000254,ENVO:00000446,ENVO:00005774,,,,equivalent
GOLDTERMS:4541,Environmental > Terrestrial > Plant litter,3,GOLDTERMS:4198,,ENVO:01000254,ENVO:00000446,ENVO:01000628,,,,equivalent
GOLDTERMS:4650,Environmental > Terrestrial > Rock-dwelling (endoliths),3,GOLDTERMS:4198,,ENVO:01000254,ENVO:00000446,,,,,subclass
GOLDTERMS:4201,Environmental > Terrestrial > Rock-dwelling (subaerial biofilms),3,GOLDTERMS:4198,,ENVO:01000254,ENVO:00000446,,,,,subclass
GOLDTERMS:4212,Environmental > Terrestrial > Soil,3,GOLDTERMS:4198,MIXS:Soil,ENVO:01000254,ENVO:00000446,ENVO:00001998,,,,equivalent
GOLDTERMS:Environmental-Terrestrial-Soil-Arable,Environmental > Terrestrial > Soil > Arable,4,GOLDTERMS:4212,MIXS:Soil,ENVO:01000254,ENVO:01001177,ENVO:00005742,,,,equivalent
GOLDTERMS:5768,Environmental > Terrestrial > Soil > Arable > Agricultural land,5,GOLDTERMS:Environmental-Terrestrial-Soil-Arable,MIXS:Soil,ENVO:00000077,ENVO:01001177,ENVO:00005742,,,,equivalent
GOLDTERMS:Environmental-Terrestrial-Soil-Biochar,Environmental > Terrestrial > Soil > Biochar,4,GOLDTERMS:4212,MIXS:Soil,ENVO:01000254,ENVO:00000446,ENVO:2000007,,,,equivalent
GOLDTERMS:5776,Environmental > Terrestrial > Soil > Biochar > Agricultural land,5,GOLDTERMS:Environmental-Terrestrial-Soil-Biochar,MIXS:Soil,ENVO:00000077,ENVO:00000446,ENVO:2000007,,,,equivalent
GOLDTERMS:4711,Environmental > Terrestrial > Soil > Biocrust,4,GOLDTERMS:4212,MIXS:Soil,ENVO:01000254,ENVO:01000910,ENVO:00001998,,,ENVO:01000909,equivalent
GOLDTERMS:5434,Environmental > Terrestrial > Soil > Biofilm,4,GOLDTERMS:4212,MIXS:Soil,ENVO:01000254,ENVO:00000446,ENVO:00001998,,,ENVO:00002034,equivalent
GOLDTERMS:5780,Environmental > Terrestrial > Soil > Bulk soil,4,GOLDTERMS:4212,MIXS:Soil,ENVO:01000254,ENVO:00000446,ENVO:00005802,,,,equivalent
GOLDTERMS:5424,Environmental > Terrestrial > Soil > Bulk soil > Agricultural land,5,GOLDTERMS:5780,MIXS:Soil,ENVO:00000077,ENVO:00000446,ENVO:00005802,,,,equivalent
GOLDTERMS:5725,Environmental > Terrestrial > Soil > Bulk soil > Contaminated,5,GOLDTERMS:5780,MIXS:Soil,ENVO:01000254,ENVO:00000446,ENVO:00005802,,,,subclass
GOLDTERMS:5585,Environmental > Terrestrial > Soil > Bulk soil > Meadow,5,GOLDTERMS:5780,MIXS:Soil,ENVO:01000254,ENVO:00000108,ENVO:00005802,,,,equivalent
GOLDTERMS:5823,Environmental > Terrestrial > Soil > Bulk soil > Plant pot,5,GOLDTERMS:5780,MIXS:Soil,ENVO:01000254,ENVO:00000446,ENVO:00005802,,,ENVO:03600045,equivalent
GOLDTERMS:4229,Environmental > Terrestrial > Soil > Clay,4,GOLDTERMS:4212,MIXS:Soil,ENVO:01000254,ENVO:00000446,ENVO:00002982,,,,equivalent
GOLDTERMS:4230,Environmental > Terrestrial > Soil > Clay > Agricultural land,5,GOLDTERMS:4229,MIXS:Soil,ENVO:00000077,ENVO:00000446,ENVO:00002982,,,,equivalent
GOLDTERMS:4231,Environmental > Terrestrial > Soil > Clay > Contaminated,5,GOLDTERMS:4229,MIXS:Soil,ENVO:01000254,ENVO:00000446,ENVO:00002982,,,,subclass
GOLDTERMS:4228,Environmental > Terrestrial > Soil > Clay > Grasslands,5,GOLDTERMS:4229,MIXS:Soil,ENVO:01000254,ENVO:01000177,ENVO:00002982,,,,equivalent
GOLDTERMS:4232,Environmental > Terrestrial > Soil > Clay > Oil-contaminated,5,GOLDTERMS:4229,MIXS:Soil,ENVO:01000254,ENVO:00002061,ENVO:00002982,,,,equivalent
GOLDTERMS:5610,Environmental > Terrestrial > Soil > Floodplain,4,GOLDTERMS:4212,MIXS:Soil,ENVO:01000254,ENVO:00000255,ENVO:00001998,,,,equivalent
GOLDTERMS:4418,Environmental > Terrestrial > Soil > Fossil,4,GOLDTERMS:4212,MIXS:Soil,ENVO:01000254,ENVO:00000446,ENVO:00001998,,,,subclass
GOLDTERMS:5774,Environmental > Terrestrial > Soil > Garden,4,GOLDTERMS:4212,MIXS:Soil,ENVO:01000254,ENVO:00000011,ENVO:00001998,,,,equivalent
GOLDTERMS:4745,Environmental > Terrestrial > Soil > Glacier,4,GOLDTERMS:4212,MIXS:Soil,ENVO:01000254,ENVO:00000446,ENVO:00001998,,,ENVO:00000133,equivalent
GOLDTERMS:5777,Environmental > Terrestrial > Soil > Greenhouse,4,GOLDTERMS:4212,MIXS:Soil,ENVO:01000254,ENVO:03600087,ENVO:00001998,,,,equivalent
GOLDTERMS:5770,Environmental > Terrestrial > Soil > Greenhouse > Agricultural land,5,GOLDTERMS:5777,MIXS:Soil,ENVO:00000077,ENVO:03600087,ENVO:00001998,,,,equivalent
GOLDTERMS:4241,Environmental > Terrestrial > Soil > Loam,4,GOLDTERMS:4212,MIXS:Soil,ENVO:01000254,ENVO:00000446,ENVO:00002258,,,,equivalent
GOLDTERMS:4237,Environmental > Terrestrial > Soil > Loam > Agricultural,5,GOLDTERMS:4241,MIXS:Agriculture,ENVO:00000077,ENVO:00000446,ENVO:00002258,,,,equivalent
GOLDTERMS:4242,Environmental > Terrestrial > Soil > Loam > Agricultural land,5,GOLDTERMS:4241,MIXS:Soil,ENVO:00000077,ENVO:00000446,ENVO:00002258,,,,equivalent
GOLDTERMS:4244,Environmental > Terrestrial > Soil > Loam > Agricultural soil,5,GOLDTERMS:4241,MIXS:Soil,ENVO:01000254,ENVO:00000446,ENVO:00002259,,,,equivalent
GOLDTERMS:4243,Environmental > Terrestrial > Soil > Loam > Contaminated,5,GOLDTERMS:4241,MIXS:Soil,ENVO:01000254,ENVO:00000446,ENVO:00002258,,,,subclass
GOLDTERMS:4239,Environmental > Terrestrial > Soil > Loam > Forest soil,5,GOLDTERMS:4241,MIXS:Soil,ENVO:01000254,ENVO:00000446,ENVO:00002261,,,,equivalent
GOLDTERMS:4238,Environmental > Terrestrial > Soil > Loam > Grasslands,5,GOLDTERMS:4241,MIXS:Soil,ENVO:01000254,ENVO:01000177,ENVO:00002258,,,,equivalent
GOLDTERMS:5800,Environmental > Terrestrial > Soil > Mangrove soil,4,GOLDTERMS:4212,MIXS:Soil,ENVO:01000254,ENVO:00000446,ENVO:02000138,,,,equivalent
GOLDTERMS:5754,Environmental > Terrestrial > Soil > Manure-fertilized,4,GOLDTERMS:4212,MIXS:Soil,ENVO:01000254,ENVO:00000446,ENVO:00001998,,,,subclass
GOLDTERMS:Environmental-Terrestrial-Soil-Mineral-horizon,Environmental > Terrestrial > Soil > Mineral horizon,4,GOLDTERMS:4212,MIXS:Soil,ENVO:01000254,ENVO:00000446,ENVO:00001998,,,ENVO:03600011,equivalent
GOLDTERMS:5589,Environmental > Terrestrial > Soil > Mineral horizon > Forest soil,5,GOLDTERMS:Environmental-Terrestrial-Soil-Mineral-horizon,MIXS:Soil,ENVO:01000254,ENVO:00000446,ENVO:00002261,,,ENVO:03600011,equivalent
GOLDTERMS:Environmental-Terrestrial-Soil-Nature-reserve,Environmental > Terrestrial > Soil > Nature reserve,4,GOLDTERMS:4212,MIXS:Soil,ENVO:01000254,ENVO:00000446,ENVO:00001998,,,ENVO:00000363,equivalent
GOLDTERMS:5617,Environmental > Terrestrial > Soil > Nature reserve > Meadow,5,GOLDTERMS:Environmental-Terrestrial-Soil-Nature-reserve,MIXS:Soil,ENVO:01000254,ENVO:00000108,ENVO:00001998,,,ENVO:00000363,equivalent
GOLDTERMS:5822,Environmental > Terrestrial > Soil > Organic layer,4,GOLDTERMS:4212,MIXS:Soil,ENVO:01000254,ENVO:00000446,ENVO:00001998,,,ENVO:03600018,equivalent
GOLDTERMS:5587,Environmental > Terrestrial > Soil > Organic layer > Forest soil,5,GOLDTERMS:5822,MIXS:Soil,ENVO:01000254,ENVO:00000446,ENVO:00002261,,,ENVO:03600018,equivalent
GOLDTERMS:5613,Environmental > Terrestrial > Soil > Paddy field/soil,4,GOLDTERMS:4212,MIXS:Soil,ENVO:01000254,ENVO:00000446,ENVO:00001998,,,,subclass
GOLDTERMS:5612,Environmental > Terrestrial > Soil > Paddy field/soil > Contaminated,5,GOLDTERMS:5613,MIXS:Soil,ENVO:01000254,ENVO:00000446,ENVO:00001998,,,,subclass
GOLDTERMS:Environmental-Terrestrial-Soil-Pasture,Environmental > Terrestrial > Soil > Pasture,4,GOLDTERMS:4212,MIXS:Soil,ENVO:01000254,ENVO:00000266,ENVO:00005773,,,,equivalent
GOLDTERMS:5729,Environmental > Terrestrial > Soil > Pasture > Agricultural land,5,GOLDTERMS:Environmental-Terrestrial-Soil-Pasture,MIXS:Soil,ENVO:00000077,ENVO:00000266,ENVO:00005773,,,,equivalent
GOLDTERMS:5803,Environmental > Terrestrial > Soil > Peat,4,GOLDTERMS:4212,MIXS:Soil,ENVO:01000254,ENVO:00000446,ENVO:00005774,,,,equivalent
GOLDTERMS:5621,Environmental > Terrestrial > Soil > Peat > Bog,5,GOLDTERMS:5803,MIXS:Soil,ENVO:01001209,ENVO:00000446,ENVO:00005774,,,,equivalent
GOLDTERMS:5804,Environmental > Terrestrial > Soil > Peat > Fen,5,GOLDTERMS:5803,MIXS:Soil,ENVO:00000232,ENVO:00000446,ENVO:00005774,,,,equivalent
GOLDTERMS:5817,Environmental > Terrestrial > Soil > Peat > Forest,5,GOLDTERMS:5803,MIXS:Soil,ENVO:01000254,ENVO:01001243,ENVO:00005774,,,,equivalent
GOLDTERMS:5809,Environmental > Terrestrial > Soil > Peat > Mire,5,GOLDTERMS:5803,MIXS:Soil,ENVO:01001209,ENVO:00000446,ENVO:00005774,,,,equivalent
GOLDTERMS:5816,Environmental > Terrestrial > Soil > Peat > Palsa,5,GOLDTERMS:5803,MIXS:Soil,ENVO:01000254,ENVO:00000489,ENVO:00005774,,,,equivalent
GOLDTERMS:5808,Environmental > Terrestrial > Soil > Peat > Permafrost,5,GOLDTERMS:5803,MIXS:Soil,ENVO:01000254,ENVO:00000446,ENVO:00000134,,,,equivalent
GOLDTERMS:5818,Environmental > Terrestrial > Soil > Peat > Thermokarst pond,5,GOLDTERMS:5803,MIXS:Soil,ENVO:01000254,ENVO:03000085,ENVO:00005774,,,,equivalent
GOLDTERMS:5779,Environmental > Terrestrial > Soil > Potting soil,4,GOLDTERMS:4212,MIXS:Soil,ENVO:01000254,ENVO:00000446,ENVO:03000133,,,,equivalent
GOLDTERMS:Environmental-Terrestrial-Soil-Ranch,Environmental > Terrestrial > Soil > Ranch,4,GOLDTERMS:4212,MIXS:Soil,ENVO:01000254,ENVO:01001207,ENVO:00001998,,,,equivalent
GOLDTERMS:5727,Environmental > Terrestrial > Soil > Ranch > Agricultural land,5,GOLDTERMS:Environmental-Terrestrial-Soil-Ranch,MIXS:Soil,ENVO:00000077,ENVO:01001207,ENVO:00001998,,,,equivalent
GOLDTERMS:4203,Environmental > Terrestrial > Soil > Sand,4,GOLDTERMS:4212,MIXS:Soil,ENVO:01000254,ENVO:00000446,ENVO:01000017,,,,equivalent
GOLDTERMS:4202,Environmental > Terrestrial > Soil > Sand > Desert,5,GOLDTERMS:4203,MIXS:Soil,ENVO:01000254,ENVO:01001357,ENVO:00005800,,,,equivalent
GOLDTERMS:4224,Environmental > Terrestrial > Soil > Sand > Forest soil,5,GOLDTERMS:4203,MIXS:Soil,ENVO:01000254,ENVO:00000446,ENVO:00002261,,,,equivalent
GOLDTERMS:4223,Environmental > Terrestrial > Soil > Sand > Grasslands,5,GOLDTERMS:4203,MIXS:Soil,ENVO:01000254,ENVO:01000177,ENVO:01000017,,,,equivalent
GOLDTERMS:4204,Environmental > Terrestrial > Soil > Sand > Oil-contaminated,5,GOLDTERMS:4203,MIXS:Soil,ENVO:01000254,ENVO:00002061,ENVO:01000017,,,,equivalent
GOLDTERMS:4227,Environmental > Terrestrial > Soil > Silt,4,GOLDTERMS:4212,MIXS:Soil,ENVO:01000254,ENVO:00000446,ENVO:01000016,,,,equivalent
GOLDTERMS:4578,Environmental > Terrestrial > Soil > Soil crust,4,GOLDTERMS:4212,MIXS:Soil,ENVO:01000254,ENVO:00000446,ENVO:00001998,,,,subclass
GOLDTERMS:Environmental-Terrestrial-Soil-Unclassified,Environmental > Terrestrial > Soil > Unclassified,4,GOLDTERMS:4212,MIXS:Soil,ENVO:01000254,ENVO:00000446,ENVO:00001998,NCBITaxon:12908,,,equivalent
GOLDTERMS:4213,Environmental > Terrestrial > Soil > Unclassified > Agricultural land,5,GOLDTERMS:Environmental-Terrestrial-Soil-Unclassified,MIXS:Soil,ENVO:00000077,ENVO:00000446,ENVO:00001998,NCBITaxon:12908,,,equivalent
GOLDTERMS:5439,Environmental > Terrestrial > Soil > Unclassified > Alpine,5,GOLDTERMS:Environmental-Terrestrial-Soil-Unclassified,MIXS:Soil,ENVO:01000254,ENVO:01001835,ENVO:00005741,NCBITaxon:12908,,,equivalent
GOLDTERMS:4217,Environmental > Terrestrial > Soil > Unclassified > Boreal forest,5,GOLDTERMS:Environmental-Terrestrial-Soil-Unclassified,MIXS:Soil,ENVO:01000254,ENVO:01000250,ENVO:00001998,NCBITaxon:12908,,,equivalent
GOLDTERMS:4215,Environmental > Terrestrial > Soil > Unclassified > Contaminated,5,GOLDTERMS:Environmental-Terrestrial-Soil-Unclassified,MIXS:Soil,ENVO:01000254,ENVO:00000446,ENVO:00001998,NCBITaxon:12908,,,subclass
GOLDTERMS:5792,Environmental > Terrestrial > Soil > Unclassified > Creek,5,GOLDTERMS:Environmental-Terrestrial-Soil-Unclassified,MIXS:Soil,ENVO:01000254,ENVO:00000023,ENVO:00001998,NCBITaxon:12908,,,equivalent
GOLDTERMS:4210,Environmental > Terrestrial > Soil > Unclassified > Desert,5,GOLDTERMS:Environmental-Terrestrial-Soil-Unclassified,MIXS:Soil,ENVO:01000254,ENVO:01001357,ENVO:00001998,NCBITaxon:12908,,,equivalent
GOLDTERMS:5438,Environmental > Terrestrial > Soil > Unclassified > Farm,5,GOLDTERMS:Environmental-Terrestrial-Soil-Unclassified,MIXS:Soil,ENVO:00000078,ENVO:00000446,ENVO:00001998,NCBITaxon:12908,,,equivalent
GOLDTERMS:4205,Environmental > Terrestrial > Soil > Unclassified > Forest Soil,5,GOLDTERMS:Environmental-Terrestrial-Soil-Unclassified,MIXS:Soil,ENVO:01000254,ENVO:00000446,ENVO:00002261,NCBITaxon:12908,,,equivalent
GOLDTERMS:4209,Environmental > Terrestrial > Soil > Unclassified > Grasslands,5,GOLDTERMS:Environmental-Terrestrial-Soil-Unclassified,MIXS:Soil,ENVO:01000254,ENVO:01000177,ENVO:00001998,NCBITaxon:12908,,,equivalent
GOLDTERMS:5420,Environmental > Terrestrial > Soil > Unclassified > Meadow,5,GOLDTERMS:Environmental-Terrestrial-Soil-Unclassified,MIXS:Soil,ENVO:01000254,ENVO:00000108,ENVO:00001998,NCBITaxon:12908,,,equivalent
GOLDTERMS:4218,Environmental > Terrestrial > Soil > Unclassified > Mine,5,GOLDTERMS:Environmental-Terrestrial-Soil-Unclassified,MIXS:Soil,ENVO:01000254,ENVO:00000076,ENVO:00001998,NCBITaxon:12908,,,equivalent
GOLDTERMS:4221,Environmental > Terrestrial > Soil > Unclassified > Mine drainage,5,GOLDTERMS:Environmental-Terrestrial-Soil-Unclassified,MIXS:Soil,ENVO:01000254,ENVO:00001996,ENVO:00001998,NCBITaxon:12908,,,equivalent
GOLDTERMS:4220,Environmental > Terrestrial > Soil > Unclassified > Oil-contaminated,5,GOLDTERMS:Environmental-Terrestrial-Soil-Unclassified,MIXS:Soil,ENVO:01000254,ENVO:00002061,ENVO:00001998,NCBITaxon:12908,,,equivalent
GOLDTERMS:5414,Environmental > Terrestrial > Soil > Unclassified > Orchard soil,5,GOLDTERMS:Environmental-Terrestrial-Soil-Unclassified,MIXS:Soil,ENVO:01000254,ENVO:00000446,ENVO:00005772,NCBITaxon:12908,,,equivalent
GOLDTERMS:4206,Environmental > Terrestrial > Soil > Unclassified > Permafrost,5,GOLDTERMS:Environmental-Terrestrial-Soil-Unclassified,MIXS:Soil,ENVO:01000254,ENVO:00000446,ENVO:00000134,NCBITaxon:12908,,,equivalent
GOLDTERMS:5244,Environmental > Terrestrial > Soil > Unclassified > Riparian soil,5,GOLDTERMS:Environmental-Terrestrial-Soil-Unclassified,MIXS:Soil,ENVO:01000254,ENVO:00000446,ENVO:00001998,NCBITaxon:12908,,,subclass
GOLDTERMS:5421,Environmental > Terrestrial > Soil > Unclassified > River,5,GOLDTERMS:Environmental-Terrestrial-Soil-Unclassified,MIXS:Soil,ENVO:01000254,ENVO:00000022,ENVO:00001998,NCBITaxon:12908,,,equivalent
GOLDTERMS:4214,Environmental > Terrestrial > Soil > Unclassified > Shrubland,5,GOLDTERMS:Environmental-Terrestrial-Soil-Unclassified,MIXS:Soil,ENVO:01000254,ENVO:00000300,ENVO:00001998,NCBITaxon:12908,,,equivalent
GOLDTERMS:4216,Environmental > Terrestrial > Soil > Unclassified > Tropical rainforest,5,GOLDTERMS:Environmental-Terrestrial-Soil-Unclassified,MIXS:Soil,ENVO:01000254,ENVO:00000446,ENVO:00001998,NCBITaxon:12908,,,subclass
GOLDTERMS:4211,Environmental > Terrestrial > Soil > Unclassified > Uranium contaminated,5,GOLDTERMS:Environmental-Terrestrial-Soil-Unclassified,MIXS:Soil,ENVO:01000254,ENVO:00000446,ENVO:00001998,NCBITaxon:12908,,,subclass
GOLDTERMS:5820,Environmental > Terrestrial > Soil > Vadose zone,4,GOLDTERMS:4212,MIXS:Soil,ENVO:01000254,ENVO:00000446,ENVO:00001998,,,ENVO:00000328,equivalent
GOLDTERMS:5821,Environmental > Terrestrial > Soil > Vadose zone > Saprolite,5,GOLDTERMS:5820,MIXS:Soil,ENVO:01000254,ENVO:00000446,ENVO:03600016,,,ENVO:00000328,equivalent
GOLDTERMS:5615,Environmental > Terrestrial > Soil > Watershed,4,GOLDTERMS:4212,MIXS:Soil,ENVO:01000254,ENVO:00000292,ENVO:00001998,,,,equivalent
GOLDTERMS:4235,Environmental > Terrestrial > Soil > Wetlands,4,GOLDTERMS:4212,MIXS:Soil,ENVO:01001209,ENVO:00000446,ENVO:00001998,,,,equivalent
GOLDTERMS:4234,Environmental > Terrestrial > Soil > Wetlands > Permafrost,5,GOLDTERMS:4235,MIXS:Soil,ENVO:01001209,ENVO:00000446,ENVO:00000134,,,,equivalent
GOLDTERMS:4197,Environmental > Terrestrial > Volcanic,3,GOLDTERMS:4198,,ENVO:01000254,ENVO:00000247,,,,,equivalent
GOLDTERMS:4196,Environmental > Terrestrial > Volcanic > Fumaroles,4,GOLDTERMS:4197,,ENVO:01000254,ENVO:00000216,,,,,equivalent
GOLDTERMS:4086,Host-associated,1,,MIXS:HostAssociated,,,,,,,equivalent
GOLDTERMS:3957,Host-associated > Algae,2,GOLDTERMS:4086,MIXS:HostAssociated,,,FOODON:03411301,NCBITaxon:96475,,,equivalent
GOLDTERMS:5815,Host-associated > Algae > Biocrust,3,GOLDTERMS:3957,MIXS:HostAssociated,,,FOODON:03411301,NCBITaxon:96475,,ENVO:01000909,equivalent
GOLDTERMS:3960,Host-associated > Algae > Brown Algae,3,GOLDTERMS:3957,MIXS:HostAssociated,,,FOODON:03412395,NCBITaxon:2870,,,equivalent
GOLDTERMS:4675,Host-associated > Algae > Diatoms,3,GOLDTERMS:3957,MIXS:HostAssociated,,,FOODON:03411301,NCBITaxon:2836,,,equivalent
GOLDTERMS:4835,Host-associated > Algae > Golden Algae,3,GOLDTERMS:3957,MIXS:HostAssociated,,,FOODON:03411301,NCBITaxon:2825,,,equivalent
GOLDTERMS:4760,Host-associated > Algae > Green algae,3,GOLDTERMS:3957,MIXS:HostAssociated,,,FOODON:03412502,NCBITaxon:3041,,,equivalent
GOLDTERMS:3956,Host-associated > Algae > Green algae > Ectosymbionts,4,GOLDTERMS:4760,MIXS:HostAssociated,,,FOODON:03412502,NCBITaxon:3041,,,subclass
GOLDTERMS:4678,Host-associated > Algae > Haptophytes,3,GOLDTERMS:3957,MIXS:HostAssociated,,,FOODON:03411301,NCBITaxon:2830,,,equivalent
GOLDTERMS:4815,Host-associated > Algae > Microalgae,3,GOLDTERMS:3957,MIXS:HostAssociated,,,FOODON:03411301,NCBITaxon:96475,,,subclass
GOLDTERMS:3959,Host-associated > Algae > Red algae,3,GOLDTERMS:3957,MIXS:HostAssociated,,,FOODON:03411743,NCBITaxon:2763,,,equivalent
GOLDTERMS:3958,Host-associated > Algae > Red algae > Ectosymbionts,4,GOLDTERMS:3959,MIXS:HostAssociated,,,FOODON:03411743,NCBITaxon:2763,,,subclass
GOLDTERMS:4829,Host-associated > Algae > Yellow-green algae,3,GOLDTERMS:3957,MIXS:HostAssociated,,,FOODON:03411301,NCBITaxon:2833,,,equivalent
GOLDTERMS:Host-associated-Amoebozoa,Host-associated > Amoebozoa,2,GOLDTERMS:4086,MIXS:HostAssociated,,,,NCBITaxon:554915,,,equivalent
GOLDTERMS:5293,Host-associated > Amoebozoa > Pessonella,3,GOLDTERMS:Host-associated-Amoebozoa,MIXS:HostAssociated,,,,NCBITaxon:554915,,,subclass
GOLDTERMS:4084,Host-associated > Amphibia,2,GOLDTERMS:4086,MIXS:HostAssociated,,,,NCBITaxon:8292,,,equivalent
GOLDTERMS:4083,Host-associated > Amphibia > Digestive system,3,GOLDTERMS:4084,MIXS:HostAssociated,,,,NCBITaxon:8292,UBERON:0001007,,equivalent
GOLDTERMS:5167,Host-associated > Amphibia > Digestive system > Intestine,4,GOLDTERMS:4083,MIXS:HostAssociated,,,,NCBITaxon:8292,UBERON:0000160,,equivalent
GOLDTERMS:4085,Host-associated > Amphibia > Excretory system,3,GOLDTERMS:4084,MIXS:HostAssociated,,,,NCBITaxon:8292,UBERON:8450002,,equivalent
GOLDTERMS:5148,Host-associated > Amphibia > Excretory system > Kidney,4,GOLDTERMS:4085,MIXS:HostAssociated,,,,NCBITaxon:8292,UBERON:0002113,,equivalent
GOLDTERMS:5165,Host-associated > Amphibia > Excretory system > Liver,4,GOLDTERMS:4085,MIXS:HostAssociated,,,,NCBITaxon:8292,UBERON:0002107,,equivalent
GOLDTERMS:Host-associated-Amphibia-Respiratory-system,Host-associated > Amphibia > Respiratory system,3,GOLDTERMS:4084,MIXS:HostAssociated,,,,NCBITaxon:8292,UBERON:0001004,,equivalent
GOLDTERMS:5170,Host-associated > Amphibia > Respiratory system > Lung,4,GOLDTERMS:Host-associated-Amphibia-Respiratory-system,MIXS:HostAssociated,,,,NCBITaxon:8292,UBERON:0002048,,equivalent
GOLDTERMS:4331,Host-associated > Annelida,2,GOLDTERMS:4086,MIXS:HostAssociated,,,,NCBITaxon:6340,,,equivalent
GOLDTERMS:4330,Host-associated > Annelida > Digestive system,3,GOLDTERMS:4331,MIXS:HostAssociated,,,,NCBITaxon:6340,UBERON:0001007,,equivalent
GOLDTERMS:5070,Host-associated > Annelida > Digestive system > Crop,4,GOLDTERMS:4330,MIXS:HostAssociated,,,,NCBITaxon:6340,UBERON:0007356,,equivalent
GOLDTERMS:4767,Host-associated > Annelida > Digestive system > Digestive tube,4,GOLDTERMS:4330,MIXS:HostAssociated,,,,NCBITaxon:6340,UBERON:0001555,,equivalent
